Overall Qual,Gr Liv Area,Lot Area,Kitchen Qual,Overall Cond,Exter Qual,Year Built,Total SF,Total Baths,SalePrice
8,2283,11792,4,5,4,2003,3291.0,2.5,12.506180941677357
7,1302,6960,4,8,3,1940,1982.0,1.5,12.015220809132838
8,1874,7500,4,5,4,2000,2932.0,2.5,12.301387370778713
7,1717,9550,4,5,3,1915,2473.0,2.0,11.849404844423074
4,1383,15635,3,5,3,1954,1383.0,1.0,11.711784520403112
5,1812,7630,4,9,3,1900,2172.0,2.0,11.849404844423074
9,2713,14948,5,5,5,2008,4165.0,3.5,13.008661502470739
5,2080,11606,2,5,3,1969,3120.0,2.5,11.813037464800539
7,1935,12384,3,7,3,1976,2728.0,2.5,12.19552218463499
4,1346,11767,3,7,3,1910,1906.0,1.5,11.626263078808801
9,1752,7658,5,5,5,2005,3504.0,3.0,12.675766851909591
6,1846,13377,4,5,4,2006,3682.0,3.0,12.361177156030575
5,2634,11643,3,5,3,1969,3882.0,4.5,12.206077645517674
5,990,9245,3,5,3,1994,1980.0,1.5,11.884495917930655
7,1405,3242,4,5,4,2003,2810.0,3.0,12.206077645517674
4,1040,25286,3,5,3,1963,2104.0,2.0,11.792456911128632
7,2062,14364,3,5,4,1988,3219.0,3.5,12.531776395271262
7,2133,10452,3,6,4,1941,3661.0,2.5,12.458778882573533
7,1004,3960,4,8,3,1930,1506.0,1.0,11.561725152903833
4,876,6410,3,5,3,1959,1752.0,1.0,11.350418300109132
5,1242,7903,3,5,3,1960,2484.0,2.5,11.931642378754141
5,948,8978,3,5,3,1968,1896.0,1.0,11.58989576532275
5,833,8780,3,5,3,1985,1666.0,2.0,11.626263078808801
8,1574,11957,4,5,4,2006,3148.0,2.0,12.354496960983985
6,1478,8400,3,3,3,1957,2956.0,2.5,11.960817678718287
7,1436,8450,4,5,4,2004,2872.0,3.0,12.25486757159303
6,919,6001,3,5,3,1940,1519.0,1.0,11.461642696843066
4,1141,5925,3,6,3,1900,1711.0,1.0,11.350418300109132
8,2473,9591,4,5,4,2004,3616.0,2.5,12.666660207428574
6,1081,12929,3,6,3,1960,2162.0,2.0,11.904974309480183
7,1422,8500,4,5,4,2004,2844.0,2.0,12.098493002763465
4,864,9000,2,6,3,1920,1456.0,1.5,11.082157933374816
6,2358,45600,3,8,3,1908,3265.0,3.0,12.388398368982115
8,1538,8847,4,5,4,2005,3076.0,3.0,12.468440756144114
9,2643,13693,5,5,5,2006,4796.0,2.5,12.847929163278053
8,1295,3840,4,6,4,1978,2352.0,2.0,12.272567065150636
6,1337,10943,4,5,4,1997,2742.0,3.0,12.083910661257521
6,1352,9364,3,7,3,1969,2015.0,1.5,11.970356641102999
5,1144,7875,3,6,3,1961,2288.0,2.0,11.849047640327147
10,2007,11003,5,5,5,2008,3024.0,3.5,12.644330802262578
7,1483,20062,3,7,4,1977,2903.0,2.5,12.506180941677357
5,1630,22692,3,5,3,1953,2703.0,2.0,11.775297421715827
6,1212,8471,3,7,3,1977,1718.0,2.0,11.92504173829169
4,912,6240,3,5,3,1947,912.0,1.0,11.296024885689746
8,1646,3842,4,5,4,2004,3240.0,3.5,12.611541086966115
6,1575,10170,4,6,3,1951,1791.0,1.5,11.951186847493476
7,2067,12732,4,6,3,1974,2819.0,2.5,12.235636302128867
7,1456,9018,4,5,4,2007,2184.0,2.5,12.09815887308463
7,1768,9803,4,5,4,2005,2634.0,2.5,12.331387247601905
8,1254,10324,4,5,4,2008,2508.0,3.0,12.309535862454515
6,1003,7937,3,6,3,1984,2006.0,2.0,11.86710429621008
7,1958,9317,4,5,4,1994,2737.0,3.5,12.301387370778713
4,630,1470,3,6,3,1970,1260.0,2.0,11.19822841866684
9,1720,10816,5,5,5,2008,3440.0,3.0,12.712893259942282
10,2290,17169,5,5,5,2007,4610.0,4.5,13.122499368157166
6,1032,10395,3,6,3,1978,2064.0,2.5,11.904974309480183
4,864,6960,4,6,3,1970,1728.0,1.0,11.699413330633599
5,988,21750,3,5,3,1954,1976.0,1.0,11.635151947212842
5,1721,10335,3,6,3,1968,3182.0,2.5,12.100717685412471
9,1698,13286,5,5,5,2007,3396.0,3.0,12.676079399771027
6,2134,11888,4,6,3,1916,2978.0,2.0,12.276069679344003
5,1721,10532,3,3,3,1960,2709.0,3.0,11.884495917930655
6,1575,8012,4,5,4,1992,3150.0,3.0,12.09626335986454
8,1704,11478,4,5,4,2007,3408.0,3.0,12.631343648903034
2,498,8088,3,3,3,1922,996.0,1.0,10.463131911491967
6,1661,9600,4,6,3,1955,2653.0,2.0,12.016732516077072
7,2013,9920,3,5,4,1996,3130.0,3.5,12.505402864156405
6,1755,9468,3,5,3,1999,2595.0,3.5,12.273735966890268
6,1824,13515,3,6,3,1919,2588.0,1.0,12.103491596905931
7,1664,12299,4,6,3,1978,3193.0,3.0,12.269052139516223
7,1411,11900,3,5,3,1977,2797.0,2.0,11.320565693461432
7,1245,3435,4,5,4,2004,2480.0,2.0,12.08954444723597
7,1501,4054,4,6,4,1987,3002.0,3.0,12.404927602627597
5,2014,9856,3,8,4,1900,2730.0,2.0,12.037659911047468
7,1324,8991,4,6,3,1976,2552.0,2.5,12.066816325306588
6,1731,9370,4,5,4,1992,2567.0,3.5,12.423202148655593
6,980,9400,3,5,3,1975,1925.0,3.0,11.755879486687116
5,1036,7584,3,5,3,1953,2072.0,1.0,11.634266607494453
7,1358,7301,4,6,4,2007,2708.0,3.0,12.289038768166744
6,1710,9291,4,5,4,1993,2542.0,2.5,12.138869243416009
5,2177,15600,3,6,3,1950,3209.0,2.5,12.278397958261774
9,2868,16056,5,5,4,2005,4860.0,3.5,13.229569788348705
4,630,1477,3,4,3,1970,1260.0,2.0,11.289794413577894
5,1026,15240,3,8,4,1977,2052.0,2.5,11.918397239722838
6,1056,6979,3,5,3,1980,2112.0,2.0,11.87757552297847
5,890,8450,3,5,3,1968,1780.0,2.0,11.652696102959753
5,1771,21750,3,4,3,1960,1771.0,1.0,11.652696102959753
5,894,13350,3,5,3,1974,1758.0,2.0,11.86710429621008
3,715,10914,3,3,3,1929,1430.0,1.0,11.127277689932466
4,988,1974,3,7,3,1973,1514.0,2.0,11.561725152903833
6,1772,8750,3,5,3,1998,2700.0,3.5,12.206077645517674
7,1208,7488,4,5,4,2005,2416.0,2.0,12.120520203776788
6,848,4435,4,5,4,2003,1696.0,2.0,11.824087219587643
6,1771,13142,4,5,3,1997,2635.0,3.5,12.281648468435115
6,1316,10237,4,5,4,2005,2632.0,2.0,12.043500773454495
8,1694,11825,4,5,4,2006,3388.0,2.0,12.683551391346773
8,1500,8760,4,5,4,2006,2989.0,2.0,12.269047444691562
6,1314,9317,4,5,4,2006,2628.0,2.0,12.080696479888447
9,2490,11128,5,5,5,2005,4948.0,3.0,13.056225711649638
7,1218,9215,4,5,4,2009,2436.0,2.0,12.228328144428588
8,1512,10141,4,5,4,2004,3024.0,2.0,12.220966184120165
5,1159,7506,3,8,3,1925,1906.0,1.0,11.643962499267984
5,1159,11553,3,5,3,1968,2210.0,1.5,11.970356641102999
5,1117,7590,3,5,3,1963,2234.0,1.0,11.826794155381588
8,1916,11050,4,5,4,1998,2965.0,3.5,12.448630513463613
6,1338,19255,4,5,4,1983,1858.0,1.5,11.960817678718287
8,1370,6442,4,5,4,2006,2740.0,2.0,12.218500103788143
7,1266,3182,4,5,4,2007,2532.0,2.0,11.982278882874377
6,1141,13072,3,5,4,2005,2282.0,1.5,11.86710429621008
5,1728,13260,3,6,3,1962,3456.0,4.0,11.349241150793087
7,1547,8640,4,5,3,2009,2303.0,2.5,12.279327754099118
6,913,8400,3,5,3,1966,1727.0,2.0,11.767575435251748
5,1104,10425,3,5,3,1956,2208.0,2.0,11.798111925972618
9,1828,11694,4,5,5,2007,3650.0,2.0,12.659737267217572
5,1064,10950,2,7,3,1952,1928.0,1.5,11.813037464800539
6,1218,2058,5,5,3,1973,1890.0,1.5,11.641327474774709
7,1873,10820,4,5,4,1999,2861.0,2.5,12.369470438714096
6,1375,11310,3,5,3,1954,2742.0,1.0,11.849404844423074
5,789,6000,3,5,3,1948,1578.0,1.0,11.652696102959753
7,1528,9965,4,5,4,2007,3056.0,4.0,12.371065761702207
6,1494,7500,4,7,3,1942,2265.0,1.0,12.086731521684555
6,1400,7844,3,7,3,1978,2072.0,1.5,11.915058360753719
5,1374,9260,3,4,3,1938,2258.0,1.0,11.608244735642321
7,1818,7758,3,4,3,1931,2858.0,1.5,12.040614105490253
5,1536,9045,4,5,4,2005,2304.0,2.5,12.025755079404917
7,1223,2544,4,5,4,2005,1743.0,2.5,11.917730355182513
7,1492,11166,4,5,4,2001,2984.0,2.0,12.211065162153215
5,1306,8712,3,7,3,1957,2298.0,2.0,11.938199736300925
8,2475,17433,4,5,4,1998,4104.0,2.5,12.779875885354993
5,971,9920,3,6,3,1969,1942.0,1.5,11.763691965388299
8,1601,11423,4,5,4,2001,3182.0,3.0,12.513561021741964
6,1921,11136,3,5,3,1964,3842.0,2.0,11.918397239722838
10,2492,14836,5,5,5,2004,4984.0,3.5,13.221305136851795
7,2061,9600,3,5,3,1974,3226.0,3.0,12.034696963475044
5,1053,8973,5,7,3,1958,2061.0,2.0,11.918397239722838
5,1110,9101,4,6,3,1978,2207.0,2.0,12.016732516077072
5,1588,10411,4,5,4,2007,2313.0,3.0,12.264860287013262
5,1675,15263,3,5,3,1959,3097.0,2.0,12.06105265381003
8,2064,13128,4,5,4,2005,3138.0,2.5,12.429220196836383
5,1717,12400,3,6,3,1940,2618.0,1.5,12.175618592671356
4,1962,8094,3,5,3,1915,2850.0,1.5,11.915058360753719
9,1746,14892,5,5,5,2006,3492.0,3.0,12.84132849667433
7,1506,8251,4,5,4,2005,3000.0,3.0,12.425212191503038
8,2956,13069,5,5,4,2004,4662.0,2.5,12.742568940017076
7,1246,3710,4,5,4,2007,2392.0,2.0,12.142536288724802
7,1548,3072,4,5,4,2004,2913.0,3.0,12.323860125621126
8,1987,14303,4,5,4,1994,3973.0,3.0,12.616528611893463
5,1960,7596,3,5,3,1952,2920.0,2.0,11.732069026983156
5,1236,6993,3,7,3,1961,2148.0,1.0,11.813037464800539
5,1475,2665,3,7,3,1976,2025.0,2.0,11.771443882099637
6,1632,9600,3,6,3,1958,2872.0,3.0,11.842236406331555
6,1034,7703,3,8,3,1978,1484.0,1.5,11.938199736300925
5,2126,28698,3,5,3,1967,3139.0,3.0,12.128116509451258
6,1252,13500,3,7,3,1960,2854.0,2.0,12.367345048436391
7,1661,12137,4,5,3,1998,3310.0,2.0,12.323415584358154
5,912,7392,3,7,3,1930,1432.0,1.0,11.507922973347437
8,1936,11194,4,5,4,2000,3342.0,2.5,12.348010479804223
8,2828,9965,4,5,4,2006,4294.0,4.0,12.959540872420414
6,848,4426,4,5,4,2004,1696.0,2.0,11.913719681428494
5,2228,7018,3,5,3,1979,2228.0,2.0,11.904859438794041
7,1428,11639,4,5,4,2007,2856.0,2.0,12.111767460549332
8,1911,9554,4,5,4,1993,2688.0,2.5,12.278397958261774
5,912,7535,3,7,3,1958,1824.0,1.5,11.695255355062795
4,952,8475,3,7,3,1956,1904.0,1.0,11.818577604251555
7,1240,8556,4,5,4,2006,2480.0,2.0,12.175618592671356
6,1091,7706,3,5,3,1993,1475.0,1.5,11.784866799472464
6,1054,9750,3,8,3,1969,2108.0,2.5,11.92504173829169
7,1334,10140,3,6,3,1967,2668.0,3.0,12.010671928196443
5,1200,9230,4,8,3,1965,2064.0,2.5,11.891368749982085
6,1324,18494,4,5,4,2005,2648.0,2.0,12.20357452783082
4,1178,8712,3,7,3,1900,2037.0,1.0,11.54031687156214
7,1709,2522,4,5,4,2004,2679.0,2.0,11.80560254159177
6,848,4426,4,5,4,2004,1696.0,2.0,11.856522261533737
5,1680,11500,3,6,3,1976,3360.0,2.0,11.827049837927534
4,864,12735,3,5,3,1972,1728.0,1.0,11.619544188752133
4,720,7879,3,5,3,1920,1440.0,1.0,10.460270761075149
5,1934,11900,3,6,3,1977,3056.0,3.5,12.128116509451258
9,2206,13975,5,5,4,2005,3296.0,2.5,12.611541086966115
3,729,4130,3,6,4,1935,999.0,1.0,10.859018228147887
5,1074,10140,3,6,3,1975,2130.0,2.5,11.941462360646149
8,1418,12853,4,5,4,2010,3060.0,2.5,12.498432510033044
6,1390,39384,5,6,3,1957,3095.0,2.5,12.437188334739655
5,1539,10440,4,8,3,1904,2189.0,2.0,11.967187086434018
8,2799,12585,4,5,4,1993,4085.0,3.5,12.660331092405906
6,1284,10960,3,5,3,1984,2568.0,3.0,12.066816325306588
5,1955,9000,3,5,3,1958,3106.0,2.0,12.016732516077072
8,1226,3782,4,5,4,1981,2452.0,2.0,12.261985005589679
7,2097,11228,4,5,4,1993,3177.0,3.0,12.337105293891872
7,1478,9928,3,5,3,1991,2932.0,3.0,12.25486757159303
5,1644,9480,4,7,3,1942,2372.0,1.5,11.89478753335453
6,2158,12615,4,7,3,1950,3360.0,3.0,12.400820837540556
5,1484,12243,3,6,3,1971,2968.0,2.0,12.07254696717504
5,894,9800,3,7,3,1972,1788.0,2.0,11.917730355182513
5,1968,11075,3,4,3,1969,2752.0,3.0,12.055255569732177
7,1892,8220,3,5,4,2000,2874.0,2.5,12.331607778110987
8,1830,8778,4,5,4,2006,3132.0,2.5,12.307279044781756
6,2683,9205,4,5,4,1990,3613.0,3.5,12.577639650232573
7,2127,10944,4,5,4,1994,3350.0,3.5,12.509877789891931
5,630,1533,5,7,3,1970,1260.0,2.0,11.429554725537322
6,2030,12046,4,6,3,1976,2878.0,2.5,12.180759965737863
8,1563,10206,4,5,3,2007,3126.0,2.0,12.409017571151187
8,1782,16870,4,5,4,2004,3564.0,3.0,12.598118111678868
5,1518,19550,2,7,3,1940,3098.0,2.0,12.468440756144114
6,1639,10480,3,5,3,1936,2230.0,1.0,11.652696102959753
5,796,6723,3,7,3,1971,1592.0,1.5,11.835016210489899
4,1608,27697,3,3,3,1961,3004.0,1.0,11.289794413577894
7,1509,7875,4,5,4,2003,2292.0,2.5,12.100717685412471
4,936,10295,3,6,3,1969,1872.0,1.0,11.625369830810577
5,1224,10632,1,3,3,1917,1913.0,1.5,11.58525542883217
8,1269,3182,4,5,4,2004,2525.0,2.0,12.165255859329688
5,2071,15584,3,5,3,1956,2896.0,2.0,12.013706813470414
6,1416,11700,3,6,3,1968,2124.0,2.5,12.100161978566867
8,1811,8470,4,5,4,2002,2783.0,2.5,12.367345048436391
6,1092,2760,3,5,3,1973,1617.0,1.5,11.566475710526321
6,1728,12640,3,5,3,1976,3456.0,2.0,11.924379271639218
5,1206,10725,3,5,3,1959,2412.0,1.0,11.594864834381662
6,1218,6000,3,6,3,1941,1953.0,1.5,11.782960235741939
5,1050,9600,3,6,3,1956,2100.0,1.0,11.766799946849087
6,1638,9042,3,5,3,1998,2581.0,3.5,12.165255859329688
7,1652,8998,4,5,4,2000,2434.0,2.5,12.242891437918386
10,1966,12291,5,5,5,2007,3932.0,3.0,12.945640518610816
5,1089,7440,3,6,3,1954,2178.0,2.0,11.736077016252437
8,1578,9262,5,5,4,2008,3151.0,2.0,12.567554517655415
5,889,12395,3,6,3,1984,1753.0,1.0,11.83138646878959
8,2202,11762,4,5,4,1992,3307.0,3.5,12.479913113434042
6,1395,9760,3,7,3,1963,2790.0,2.0,12.165255859329688
6,1827,11737,3,7,3,1924,2675.0,1.0,12.218500103788143
6,1660,11988,3,7,3,1934,2375.0,1.5,12.147919030759663
8,2541,12328,5,5,4,2005,3690.0,4.5,12.76358908852511
5,1437,14175,3,6,3,1956,2625.0,2.5,12.031725210748633
4,1258,12900,3,4,3,1969,2456.0,3.0,11.59873612138334
6,1548,2308,4,6,3,1976,2352.0,3.5,11.951186847493476
6,1500,8846,4,5,3,2005,2250.0,2.5,12.066241450757124
6,1666,5160,3,6,3,1927,2870.0,1.0,11.813037464800539
5,1416,25339,4,7,3,1918,2232.0,2.0,11.626263078808801
6,1376,8600,3,6,3,1937,2156.0,2.0,11.691080018519527
5,960,6978,3,7,4,1926,1810.0,1.0,11.542493975902508
8,1778,5748,5,5,4,2005,3351.0,4.0,12.834683971615659
7,1886,11214,4,5,4,1998,2816.0,2.5,12.20557752297723
7,1690,7200,4,9,4,1910,2250.0,2.0,11.960817678718287
8,2520,14541,4,7,4,1993,3858.0,3.5,12.644330802262578
6,1565,8800,4,7,3,1965,2752.0,3.0,12.132969552931216
5,1040,7200,3,7,3,1950,1040.0,1.0,11.603688960617083
4,1656,7628,3,6,3,1940,2457.0,2.0,11.688264366336298
2,599,5400,4,5,2,1940,1015.0,2.0,10.985309671896763
7,2094,9375,4,5,4,2003,3006.0,2.5,12.479913113434042
5,1269,7931,3,6,3,1960,2538.0,1.5,11.951186847493476
6,1152,11700,3,6,3,1968,2064.0,2.5,11.873748792455272
9,2599,14774,4,5,4,1999,3992.0,2.5,12.716405147731708
7,1710,12118,4,5,4,2004,3420.0,2.0,12.388398368982115
8,1537,11563,4,5,4,2006,3055.0,3.0,12.591338447675579
4,1440,12108,2,4,3,1955,2880.0,2.0,11.678448377988165
4,1121,8546,3,5,3,2003,2242.0,2.0,11.849404844423074
8,1671,16280,5,9,5,1976,3097.0,4.0,12.577639650232573
5,1472,9600,4,8,3,1925,2174.0,1.0,11.736077016252437
6,1251,8800,3,6,3,1964,2502.0,2.0,11.982935344196433
4,768,8172,3,5,3,1955,1536.0,1.0,11.736077016252437
7,1358,7321,4,5,4,1999,2697.0,2.0,12.225880174775122
5,990,8428,3,7,3,1994,1980.0,2.0,11.891368749982085
4,2230,6204,3,5,4,1912,2544.0,2.0,11.682676678340282
7,2097,9750,4,6,3,1998,3205.0,3.5,12.521981322562505
4,1093,8516,3,6,3,1958,1962.0,1.0,11.657034466915164
8,2389,10672,4,5,4,2006,3443.0,2.5,12.605643751415895
5,907,16269,3,5,3,1978,1814.0,1.0,11.849404844423074
5,990,13568,3,5,3,1995,1980.0,1.5,11.957617696467539
6,1278,7200,3,5,3,1954,2132.0,1.0,11.755879486687116
6,1133,9836,3,5,3,2008,1325.0,2.0,11.870606902224587
8,1314,8640,4,5,4,2009,2614.0,3.0,12.343470927093518
8,2031,9473,4,5,4,2002,3159.0,3.5,12.37581963951765
8,2020,9828,4,5,4,1995,3148.0,2.5,12.386312871189734
7,1472,11650,4,5,3,1959,1472.0,2.0,11.967187086434018
8,2826,11025,4,5,4,1992,4160.0,3.5,12.718899265966332
5,886,5784,3,8,3,1938,1076.0,1.0,11.421917019425596
7,1479,12090,4,7,4,1981,2204.0,2.5,12.07824495582233
8,1370,7132,4,5,4,2006,2740.0,2.0,12.230770136157428
5,1319,10634,3,6,3,1953,1927.0,2.0,11.719947764402807
7,1895,10832,4,5,4,1994,2607.0,2.5,12.178192583415596
8,2132,12327,4,8,4,1983,3628.0,2.5,12.665397584983758
5,1038,3869,3,6,4,1984,2076.0,2.0,11.775297421715827
5,1125,8536,3,5,3,2006,2250.0,1.5,11.951186847493476
5,1344,4571,3,5,3,1916,1968.0,1.0,11.49273296168228
8,1721,9254,4,5,4,2005,3442.0,3.0,12.35750105190255
7,1430,16285,4,5,4,2001,2843.0,2.0,12.139403856983334
9,1652,13173,5,5,4,2006,3304.0,3.0,12.691583538230217
6,1456,2364,3,5,4,1978,2311.0,2.5,11.835016210489899
6,1656,31770,3,5,3,1960,2736.0,2.0,12.278397958261774
6,2108,13728,4,7,3,1935,3235.0,2.0,12.367345048436391
6,1560,25485,3,4,3,1960,3120.0,1.5,12.211065162153215
7,1250,4251,4,5,4,2006,1875.0,2.5,12.011886987792716
5,1507,7910,3,5,3,1960,2582.0,2.0,11.751950239425476
5,804,7200,4,7,3,1940,1592.0,2.0,11.686887175419702
6,1102,10464,3,6,3,1980,2090.0,2.0,12.037659911047468
5,1572,35133,3,4,3,1963,3144.0,2.5,12.137263685701864
7,1971,9675,4,5,4,2005,3084.0,2.5,12.441148720271016
7,1812,10628,4,5,4,2004,2647.0,2.5,12.170450649220749
5,1323,9184,3,7,3,1948,2103.0,1.0,11.716690459057835
5,1567,13680,3,6,3,1940,2407.0,2.5,12.230770136157428
6,1481,8125,3,5,3,1994,2183.0,2.5,12.066816325306588
5,912,10150,3,5,3,1958,1824.0,1.0,11.648338835562747
6,1609,8453,4,5,4,1995,2363.0,2.5,12.111767460549332
3,1376,7614,3,5,3,1905,2114.0,1.0,11.481445117743048
5,970,8480,3,6,3,1963,1940.0,2.0,11.794345471549745
5,2432,7700,3,2,3,1985,3648.0,5.0,11.976665770490767
6,1369,6629,3,6,3,1925,2041.0,3.0,11.548302261270587
6,1362,6155,3,8,3,1920,1973.0,2.0,11.759793355371237
9,1736,11578,5,5,5,2008,3472.0,2.0,12.793862088206213
8,1795,9986,4,5,4,2006,3590.0,2.0,11.898194668458823
8,1582,12704,4,5,4,2007,3164.0,3.0,12.668236246916223
4,1132,7024,4,5,3,2005,2264.0,2.5,12.07824495582233
5,694,4280,4,6,3,1913,1134.0,1.0,11.411457364027745
8,1358,11088,4,5,4,2002,2706.0,2.5,12.301387370778713
8,1742,6563,4,5,4,1985,3484.0,3.0,12.524530013005734
5,1302,1680,3,7,3,1972,1932.0,2.5,11.691080018519527
7,1312,11355,3,7,3,1958,2624.0,1.5,12.133507329024972
4,872,8294,3,5,3,1971,1730.0,1.0,11.719947764402807
6,1603,7153,4,5,4,1992,2364.0,2.5,12.077676615757813
7,1709,2522,4,5,4,2004,2679.0,2.0,11.775297421715827
6,1484,6300,3,6,3,1914,2226.0,2.0,11.759793355371237
5,935,9100,3,6,3,1930,1521.0,1.0,11.283524879179666
9,2589,16387,5,5,4,2006,4327.0,3.5,12.928982491045394
7,1601,11880,3,5,3,1978,2872.0,2.0,11.964007453736912
7,1456,8199,4,5,4,2005,2184.0,3.5,12.149507585033072
5,2654,16779,3,4,3,1920,3325.0,3.0,11.970356641102999
5,778,6900,3,6,3,1940,1518.0,1.0,11.699413330633599
7,1242,9600,3,6,3,1973,2484.0,1.5,12.075400019877522
5,816,8314,3,7,3,1982,1632.0,1.0,11.732069026983156
4,1620,9991,3,4,3,1976,2901.0,3.0,11.918397239722838
8,1419,7750,4,5,4,2002,1827.0,3.5,12.123239799036943
8,1646,10656,4,5,4,2006,3284.0,2.0,12.424810506025395
7,2167,17542,4,7,4,1974,3359.0,3.5,12.591338447675579
8,2161,10562,5,5,4,2007,3743.0,2.5,12.693501691489768
6,919,7000,3,8,3,1926,1813.0,2.0,11.744045122410057
5,3086,18030,5,6,3,1946,4205.0,3.0,12.208574513247495
6,1567,14695,4,8,3,1966,3129.0,3.0,12.45293662970407
8,1544,12883,4,5,4,2009,3088.0,2.0,12.580879213573434
9,1638,4765,5,5,4,2000,3252.0,3.0,12.611541086966115
9,2091,9942,5,5,5,2005,3697.0,3.5,12.732282325539853
10,2790,12539,5,5,5,2005,4410.0,3.5,13.038983942375959
6,1097,9672,3,5,3,1984,2137.0,2.0,11.931642378754141
8,2052,10125,4,5,4,2000,3159.0,2.5,12.433212202169729
7,1659,11920,4,5,4,2004,2490.0,2.5,12.10625783509458
7,1958,10625,4,5,4,2005,2984.0,2.5,12.429220196836383
5,864,8499,3,6,3,1961,1728.0,2.0,11.856522261533737
5,2320,14762,3,6,3,1948,2267.0,2.0,12.037659911047468
5,810,10820,3,7,3,1971,1592.0,2.0,11.775297421715827
5,1216,8480,3,5,3,1947,2048.0,1.0,11.682676678340282
7,1969,11952,3,6,3,1977,2777.0,2.5,12.154784614286667
5,1442,9802,3,5,3,2006,1794.0,2.5,12.058158312538197
7,1646,3811,5,5,4,2004,3240.0,3.5,12.429220196836383
5,912,8169,4,7,3,1966,1824.0,2.0,11.767575435251748
5,1828,9060,4,6,3,1923,2687.0,2.0,11.924438911612596
5,1114,12450,4,5,3,2003,2228.0,3.0,11.938199736300925
8,1786,14860,4,5,4,2002,3564.0,3.0,12.611541086966115
8,1696,11194,4,5,4,2008,3392.0,2.0,12.524530013005734
6,1232,11120,3,6,3,1984,2464.0,2.0,11.998439434579149
7,1364,7052,4,5,4,2005,2728.0,3.0,12.13270055639427
6,1514,8433,3,5,3,2000,2308.0,3.5,12.154784614286667
8,1992,9375,4,5,4,2003,3045.0,2.5,12.429220196836383
7,1779,13426,4,5,4,1999,2730.0,3.5,12.28765724080691
6,1116,10140,3,6,3,1974,2232.0,3.0,12.031129798974042
4,1768,10778,3,5,3,1968,3536.0,2.0,11.824087219587643
7,1688,12680,5,6,4,1988,3363.0,3.0,12.330504638906516
5,882,11556,4,6,3,1952,1602.0,2.0,11.661354090741
10,2042,13870,5,5,5,2006,3784.0,3.0,13.02805489573287
4,1361,5280,3,7,3,1895,1534.0,1.0,11.39640288460621
6,1456,6000,4,7,4,1915,2184.0,1.5,11.845827048676645
7,1405,3480,4,5,4,2003,2810.0,2.0,12.06105265381003
7,1616,8688,4,5,4,2005,3232.0,2.0,12.354496960983985
7,1863,14054,4,5,4,2006,2742.0,2.5,12.29779001527865
5,768,8445,3,7,3,1972,1536.0,2.0,11.798111925972618
7,1550,8125,4,5,4,2006,2642.0,3.0,12.392556361841777
5,1432,8286,3,7,3,1977,2148.0,2.5,11.964007453736912
9,1792,13758,4,5,5,2005,3584.0,3.0,12.827718453801348
4,924,12180,2,4,3,1941,1596.0,2.0,11.289794413577894
5,1008,8923,4,7,3,1953,2016.0,2.0,11.80932691294063
6,1493,13125,4,5,3,1997,2971.0,3.0,12.249615734512616
6,1593,7415,3,5,3,2004,2432.0,3.5,12.170450649220749
7,1417,8750,4,5,4,1997,2834.0,3.0,12.25486757159303
6,1334,9650,3,5,3,1977,2684.0,2.5,12.031129798974042
5,999,11235,3,5,3,1963,1924.0,2.0,11.775297421715827
7,1839,16770,3,5,4,1998,3034.0,2.5,12.30592250537653
7,1504,3182,4,5,4,2005,2850.0,2.0,12.160033942617156
5,909,8450,3,6,3,1968,1791.0,1.0,11.661354090741
5,825,7200,3,7,3,1954,1650.0,1.5,11.603688960617083
5,1776,11475,3,5,3,1958,3360.0,3.0,11.608244735642321
9,1869,7820,5,5,5,2007,3738.0,2.0,12.670001611311875
6,1432,6615,4,6,3,1923,2454.0,1.0,11.91170829631447
5,1008,6860,2,6,3,1956,2016.0,2.0,11.782960235741939
8,1734,8013,4,5,4,1995,3321.0,3.0,12.386312871189734
7,1217,9947,4,5,3,1990,2405.0,3.0,12.06105265381003
7,1524,20270,3,6,3,1979,3048.0,3.0,12.409017571151187
5,1048,10152,3,5,3,1956,2096.0,2.0,11.813037464800539
7,1690,9543,4,5,4,2001,2535.0,2.5,12.15767515425465
5,1517,8500,2,7,3,1919,2310.0,2.0,11.652696102959753
5,904,7162,3,7,3,1966,1780.0,1.0,11.60733523953139
6,1118,4400,3,8,3,1920,1766.0,1.0,11.661354090741
7,836,2280,3,6,3,1975,1672.0,1.0,11.695255355062795
6,1092,2205,3,6,3,1973,1617.0,1.5,11.63956692643747
6,1094,10452,3,5,3,1953,2188.0,1.0,11.951186847493476
3,774,4270,4,6,3,1931,1318.0,1.0,11.277215789596893
7,1729,8158,4,5,4,2002,2589.0,2.5,12.206077645517674
6,2073,13175,3,6,3,1978,3615.0,3.0,12.25486757159303
5,1584,8944,3,5,3,1967,3168.0,2.0,11.728044909070785
5,980,9750,3,5,3,1967,1960.0,2.0,11.816734299348461
6,1654,8927,3,6,3,1977,1654.0,2.0,11.691080018519527
5,967,3153,3,6,3,1920,1934.0,1.0,11.511934974596555
6,914,8050,4,5,3,2002,1828.0,2.0,11.672072215056804
5,1214,5680,3,3,3,1901,2183.0,1.0,11.669937760751914
5,1128,9000,3,5,3,1954,2064.0,1.0,11.678448377988165
7,1576,3940,4,5,4,2004,2969.0,3.0,12.30134191540679
5,1385,8520,3,4,3,1952,2295.0,2.0,12.019749091416921
